レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202609092101,2026-09-09,21,01R,08:32,2026-09-09T08:22:17.136852+09:00,18,10,08,06,04,02,01,A2,4330,奈須 啓太,0.00,1,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5261,岡 暢祐,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4840,鈴木 秀茉,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3873,別府 昌樹,0.00,1,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4652,酒見 峻介,0.00,1,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,5447,岡本 亜子,0.00,1,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609091401,2026-09-09,14,01R,08:44,2026-09-09T08:34:28.615181+09:00,18,10,08,06,04,02,01,A1,4530,小野 生奈,7.00,12,01,7,7.50,5,7.17,5,6.83,5,6.50,3,6.17,3,6.00,3,B1,4678,水野 望美,3.60,32,00,,4.67,0,4.33,0,4.00,0,3.67,0,3.33,0,3.17,0,B2,5342,原村 百那,-1.50,42,00,5,0.80,0,0.40,0,0.00,0,-0.40,0,-0.80,0,-1.00,0,B1,4843,深尾 巴恵,4.50,29,00,9,5.60,2,5.20,2,4.80,0,4.40,0,4.00,0,3.80,0,B1,5334,樫葉 新心,2.20,37,00,,3.50,0,3.17,0,2.83,0,2.50,0,2.17,0,2.00,0,B1,4746,大豆生田 蒼,3.60,32,00,,4.67,0,4.33,0,4.00,0,3.67,0,3.33,0,3.17,0
202609092102,2026-09-09,21,02R,08:58,2026-09-09T08:48:17.360079+09:00,18,10,08,06,04,02,01,A2,3837,秋山 広一,0.00,1,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5208,屋良 龍紀,0.00,1,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4521,小池 公生,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A1,4848,仲谷 颯仁,0.00,1,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3357,福島 陽子,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,5457,山田 陽翔,0.00,1,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609091402,2026-09-09,14,02R,09:10,2026-09-09T09:01:02.173558+09:00,18,10,08,06,04,02,01,B1,5069,山崎 小葉音,5.25,24,00,9,6.20,3,5.80,3,5.40,2,5.00,2,4.60,0,4.40,0,B1,4714,喜多須 杏奈,6.00,17,01,7,6.67,5,6.33,3,6.00,3,5.67,2,5.33,2,5.17,2,B1,5198,奥村 明日香,7.40,7,01,8,7.83,5,7.50,5,7.17,5,6.83,5,6.50,3,6.33,3,B2,5056,西岡 成美,5.50,21,00,12,6.40,5,6.00,3,5.60,2,5.20,2,4.80,2,4.60,0,A1,4611,今井 美亜,7.50,6,01,,7.86,5,7.57,5,7.29,5,7.00,5,6.71,5,6.57,5,A2,5189,藤原 早菜,4.80,27,00,11,5.67,2,5.33,2,5.00,2,4.67,0,4.33,0,4.17,0
202609092103,2026-09-09,21,03R,09:24,2026-09-09T09:14:24.192492+09:00,18,10,08,06,04,02,01,A2,4850,野中 一平,0.00,13,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4020,川上 清人,0.00,13,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A1,4384,鶴本 崇文,0.00,13,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3843,上之 晃弘,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4261,岡 祐臣,0.00,13,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4744,伊藤 玲奈,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609092104,2026-09-09,21,04R,09:50,2026-09-09T09:40:26.408694+09:00,18,10,08,06,04,02,01,A1,4812,西野 雄貴,0.00,13,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4638,小林 遼太,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4966,田川 大貴,0.00,13,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A1,4991,宗行 治哉,0.00,13,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5317,長尾 萌加,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4437,中田 元泰,0.00,13,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609091403,2026-09-09,14,03R,09:51,2026-09-09T09:42:26.634865+09:00,18,10,08,06,04,02,01,A2,4885,大山 千広,9.40,1,01,11,9.50,5,9.17,5,8.83,5,8.50,5,8.17,5,8.00,5,B1,4400,加藤 奈月,1.25,39,00,8,3.00,0,2.60,0,2.20,0,1.80,0,1.40,0,1.20,0,B1,4733,赤井 睦,7.40,8,01,12,7.83,5,7.50,5,7.17,5,6.83,5,6.50,5,6.33,5,B1,4901,出口 舞有子,7.40,8,01,7,7.83,5,7.50,5,7.17,5,6.83,5,6.50,3,6.33,3,A1,4845,前田 紗希,6.40,14,01,9,7.00,5,6.67,5,6.33,3,6.00,3,5.67,2,5.50,2,B2,5108,柴田 愛梨,1.50,38,00,10,3.20,0,2.80,0,2.40,0,2.00,0,1.60,0,1.40,0
202609092105,2026-09-09,21,05R,10:18,2026-09-09T10:08:23.396936+09:00,18,10,08,06,04,02,01,A1,4137,君島 秀三,0.00,24,00,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,4,B1,4853,前原 哉,0.00,24,00,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,3,1.00,2,A2,4793,金子 萌,0.00,24,00,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,2,B1,5082,一色 凌雅,0.00,24,00,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,3,1.00,2,B1,5383,中村 楓,0.00,24,00,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,0,A2,4389,伊藤 喜智,0.00,24,00,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,0
202609091404,2026-09-09,14,04R,10:25,2026-09-09T10:16:21.190004+09:00,18,10,08,06,04,02,01,A2,4372,原田 佑実,4.20,30,00,8,5.17,2,4.83,0,4.50,0,4.17,0,3.83,0,3.67,0,A2,4642,松尾 夏海,6.80,12,01,11,7.33,5,7.00,5,6.67,5,6.33,5,6.00,3,5.83,3,B1,4546,浜田 亜理沙,5.60,19,00,10,6.33,3,6.00,3,5.67,2,5.33,2,5.00,0,4.83,0,B1,4984,森下 愛梨,3.00,35,00,,4.17,0,3.83,0,3.50,0,3.17,0,2.83,0,2.67,0,A2,4680,後藤 美翼,5.80,18,01,9,6.50,3,6.17,3,5.83,3,5.50,2,5.17,2,5.00,0,B1,4965,福岡 泉水,賞除,--,00,,-16.60,0,-17.00,0,-17.40,0,-17.80,0,-18.20,0,-18.40,0
202609091301,2026-09-09,13,01R,10:41,2026-09-09T10:32:22.690554+09:00,18,10,08,06,04,02,01,B1,3643,米田 隆弘,3.00,37,00,6,4.75,0,4.25,0,3.75,0,3.25,0,2.75,0,2.50,0,B1,3838,伊藤 啓三,5.33,22,00,11,6.50,3,6.00,3,5.50,2,5.00,2,4.50,0,4.25,0,A1,4308,河村 了,8.75,3,01,8,9.00,5,8.60,5,8.20,5,7.80,5,7.40,5,7.20,5,B1,3577,向所 浩二,-1.67,44,00,,1.25,0,0.75,0,0.25,0,-0.25,0,-0.75,0,-1.00,0,B2,5372,上岡 巧汰,1.50,41,00,5,4.33,0,3.67,0,3.00,0,2.33,0,1.67,0,1.33,0,B1,2878,富山 弘幸,6.00,18,01,7,7.00,3,6.50,3,6.00,3,5.50,2,5.00,2,4.75,0
