レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609091601,2026-09-09,16,01R,永井 源,8.2,0.18,3.6,1,,IP,4,,IP,1,,IP,5,,IP,1,,G3,2,,G3,1,,G3,2,,IP,1,,IP,1,,IP,中嶋 達也,4.7,0.2,4.2,5,,IP,6,3,IP,4,3,IP,2,6,IP,3,,IP,3,,IP,5,,IP,1,,IP,4,,IP,4,,IP,森 陽多,3.8,0.16,3.2,6,2,IP,6,,G3,5,,G3,2,,IP,3,,IP,4,,G3,6,,G3,3,,IP,6,,IP,2,,IP,中北 涼,4.7,0.18,3.0,6,,IP,5,,IP,6,,IP,2,,IP,3,,IP,6,5,IP,1,,IP,3,,IP,2,,IP,4,,IP,井上 大輔,2.8,0.19,4.3,5,,IP,5,4,IP,1,,IP,6,4,IP,6,,IP,4,,G3,5,,G3,4,,IP,6,,IP,6,,IP,石原 光,3.3,0.15,4.3,3,,IP,4,,IP,5,,IP,6,,IP,4,5,IP,5,,G3,4,5,IP,3,,G3,6,,IP,6,,IP
202609091602,2026-09-09,16,02R,木山 誠一,6.7,0.15,2.2,1,,IP,2,,G3,6,,G3,3,,IP,2,,IP,2,,IP,3,,IP,4,,IP,2,,IP,2,,IP,三嶌 さらら,6.1,0.17,3.3,2,,IP,6,4,IP,5,,IP,1,,IP,5,,G3,3,,G3,4,,IP,2,,IP,1,,IP,2,,IP,古賀 智之,6.0,0.16,2.9,4,,IP,1,,IP,4,5,IP,5,,IP,3,,IP,2,,IP,2,,IP,2,,IP,3,,IP,4,,IP,村岡 賢,1.9,0.19,3.9,5,,G3,6,,IP,5,,IP,5,,IP,6,,IP,3,,IP,6,,IP,5,,IP,6,,IP,6,,IP,上瀧 絢也,3.1,0.12,2.5,5,,IP,2,,IP,6,6,IP,3,,IP,5,,IP,6,,IP,5,,IP,5,,IP,6,,IP,3,,IP,永田 義紘,2.6,0.15,4.0,5,,G3,4,,IP,6,,IP,3,,IP,5,,IP,5,,IP,6,,G3,4,,G3,5,,IP,5,,IP
202609091603,2026-09-09,16,03R,坂井 滉哉,7.0,0.15,3.7,3,,IP,1,,IP,3,,IP,6,,IP,1,,IP,3,,IP,1,,IP,1,,IP,6,,IP,1,,IP,古川 誠之,7.0,0.13,2.4,1,,IP,3,3,IP,3,,IP,4,,IP,3,,G3,1,,G3,2,,IP,3,,IP,4,,IP,1,,IP,渋谷 明憲,7.4,0.15,3.6,1,,IP,2,,IP,2,,IP,2,,IP,3,,IP,5,,IP,3,,IP,1,,IP,1,,IP,3,,IP,原 豊土,5.0,0.15,3.6,4,,IP,3,,IP,4,,IP,1,,IP,5,5,IP,3,,G3,1,5,G3,5,,G3,5,,G3,5,,G3,小池 哲也,5.0,0.13,3.0,4,,IP,4,,IP,5,,IP,6,,IP,2,,IP,3,,IP,3,,IP,6,,IP,2,,IP,2,4,IP,渡邊 伸太郎,3.5,0.29,5.3,4,,IP,3,,IP,5,3,IP,3,5,IP,5,,IP,6,,IP,3,,IP,6,,IP,3,,IP,6,5,IP
202609091604,2026-09-09,16,04R,増本 杏珠,4.9,0.21,4.3,4,,IP,5,,G3,4,,IP,2,,IP,6,,IP,3,,IP,4,,IP,2,,IP,5,3,IP,1,,IP,横川 聖志,5.9,0.14,2.5,3,,IP,2,,IP,4,,IP,1,,IP,3,,IP,1,,IP,5,,IP,6,,IP,4,,IP,2,,IP,後藤 翔之,6.5,0.16,2.7,4,,IP,1,,IP,2,,IP,3,,IP,3,2,IP,転,,IP,2,,IP,1,,IP,4,,IP,2,,IP,篠崎 元志,7.8,0.13,2.3,4,,SG,2,,IP,1,,IP,1,,IP,3,,IP,2,,G3,4,,SG,2,,SG,2,,IP,3,,IP,大廣 咲季,2.5,0.18,2.8,4,,IP,5,,IP,6,,IP,6,,IP,4,,IP,5,,IP,2,4,G3,6,,IP,6,,IP,6,,IP,川崎 智稔,2.5,0.14,4.5,5,,G3,5,,G3,2,,G3,6,,IP,5,,IP,4,,IP,5,5,IP,6,,IP,5,,IP,6,,IP
202609091605,2026-09-09,16,05R,西丸 敦基,9.4,0.09,2.0,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,2,,IP,1,,G3,1,,IP,1,,IP,2,,IP,青木 幸太郎,7.0,0.15,2.7,2,,IP,3,,G3,3,,IP,2,,IP,1,,IP,2,,IP,4,,IP,3,,IP,3,,IP,2,3,IP,國分 将太郎,5.2,0.15,2.6,3,,IP,1,,IP,3,,IP,6,,IP,6,,G3,1,,G3,3,,G3,2,,IP,5,,IP,5,,IP,滝川 真由子,4.9,0.19,3.9,6,,IP,2,,IP,5,,IP,2,,IP,3,,IP,5,,G3,3,,IP,5,,IP,2,,IP,3,,IP,和田 兼輔,4.7,0.14,3.0,3,,IP,5,,SG,5,2,SG,2,,IP,5,,IP,2,,IP,3,,IP,F,,IP,4,,G2,4,4,IP,宮田 栞,1.3,0.21,5.0,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,5,,IP,5,,IP,5,,IP,6,,IP
202609091606,2026-09-09,16,06R,大塚 雅治,7.8,0.14,2.4,1,,IP,1,,IP,3,,IP,4,,IP,1,,IP,1,,IP,3,2,IP,3,,G3,1,,IP,3,,IP,平田 さやか,7.0,0.14,2.5,2,,IP,2,,IP,2,,G3,3,,IP,2,,IP,2,,IP,3,,IP,3,,IP,5,,IP,1,,G3,松山 将吾,7.7,0.16,2.9,2,,IP,3,,IP,2,,IP,4,6,IP,1,,IP,1,,G2,1,2,G3,3,,IP,2,,IP,4,,IP,香月 大輝,4.6,0.11,2.0,2,,IP,2,,IP,6,,IP,1,,IP,4,,IP,4,5,IP,4,,IP,6,,IP,4,5,IP,5,,IP,末永 由楽,5.4,0.09,2.7,4,,IP,5,,IP,5,,IP,2,,IP,1,,IP,3,,IP,2,,G2,2,,G2,6,,G2,6,,G2,高橋 嗣穏,1.2,0.19,4.1,F,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,4,,IP,6,,IP,6,,IP
202609091607,2026-09-09,16,07R,高山 智至,7.0,0.16,4.2,1,,IP,1,,IP,4,,IP,5,,IP,5,,IP,3,,IP,2,,IP,1,,IP,1,,IP,2,,IP,古賀 智之,5.89,0.21,4.3,3,,IP,転,,IP,3,,IP,2,,IP,4,3,IP,3,,IP,3,,IP,1,,IP,6,,IP,3,,IP,石原 光,5.5,0.12,2.7,1,,IP,1,,IP,1,,IP,5,,G3,5,,IP,3,4,G3,4,,G3,4,,IP,6,,G3,3,,IP,大澤 誠也,4.4,0.18,2.6,5,,IP,1,,IP,5,,IP,4,6,IP,4,,IP,1,5,IP,6,,IP,6,,IP,2,,IP,5,5,IP,森永 淳,5.8,0.16,3.2,3,,IP,1,,IP,3,,IP,2,,IP,3,,IP,5,,IP,3,,IP,4,,G3,3,,G1,5,,G1,松尾 充,5.2,0.19,4.3,3,,IP,3,,IP,2,,IP,6,,IP,5,5,IP,3,,IP,3,,IP,1,,IP,6,,G1,4,,G1
202609091608,2026-09-09,16,08R,中山 将,7.5,0.13,2.8,6,,IP,6,,IP,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,4,,IP,1,,IP,1,,IP,井上 大輔,4.2,0.15,4.2,2,,IP,6,,IP,5,,IP,4,,IP,2,,IP,1,,G3,6,,IP,6,,IP,6,,IP,3,,IP,村岡 賢,3.6,0.14,2.7,5,,G3,6,,G3,4,,IP,5,,IP,4,,IP,3,,IP,6,,IP,3,,IP,3,,IP,4,,IP,古川 誠之,6.9,0.12,2.9,3,,IP,3,,IP,6,,IP,1,,IP,4,,G3,2,,IP,2,,IP,3,,IP,1,,G3,1,3,G3,山口 亮,2.5,0.18,3.6,4,,IP,5,,IP,4,,IP,4,,IP,5,,IP,5,,IP,6,,IP,4,,IP,6,,IP,6,6,IP,佐藤 右京,3.0,0.2,3.8,1,,IP,5,,IP,5,,IP,3,,IP,5,,IP,6,,IP,6,,IP,6,,IP,4,,IP,6,,IP
202609091609,2026-09-09,16,09R,後藤 翔之,8.89,0.12,2.5,2,,IP,転,,IP,1,,IP,1,,IP,2,,IP,3,,IP,2,,IP,1,,IP,1,,IP,1,,IP,國分 将太郎,7.8,0.12,2.8,5,3,IP,2,,IP,2,,IP,1,,G3,1,,IP,3,,IP,1,,IP,1,,IP,3,,IP,2,,IP,上瀧 絢也,5.1,0.12,2.8,4,,IP,2,,IP,4,,IP,4,,IP,2,,IP,2,,IP,転,,IP,6,,IP,3,,IP,2,,IP,渋谷 明憲,5.1,0.16,3.5,1,,IP,6,,IP,3,,IP,2,,IP,6,,IP,5,,IP,3,,IP,2,,IP,6,,IP,3,3,IP,池永 太,3.7,0.14,2.5,6,,IP,4,,IP,2,6,G2,6,,IP,6,,IP,4,,G2,4,,IP,2,,IP,6,,IP,5,,G1,中北 涼,3.0,0.21,4.4,4,5,IP,4,,G3,3,,G3,6,,IP,5,,IP,4,5,IP,5,,IP,6,,IP,5,,IP,4,,G3
202609091610,2026-09-09,16,10R,滝川 真由子,6.7,0.22,3.9,2,,IP,2,,IP,4,,IP,5,,G3,1,,IP,1,,IP,6,,IP,3,,IP,2,,IP,1,,IP,永井 源,6.7,0.14,3.9,2,,IP,1,,IP,6,,IP,5,,IP,2,,G3,1,,G3,2,,G3,1,,G3,2,,G3,6,,IP,小池 哲也,5.5,0.12,3.1,6,,IP,3,,IP,5,,IP,3,,IP,5,,IP,4,,IP,3,,IP,2,,IP,1,,IP,1,,IP,川崎 智稔,3.7,0.13,3.1,F,,G3,2,,IP,6,,IP,5,,IP,6,,IP,5,,IP,2,,IP,3,,IP,2,,IP,6,,IP,森高 一真,6.6,0.17,4.1,3,,IP,5,,SG,4,,SG,3,6,IP,2,,IP,4,,SG,2,,G2,4,,G2,2,,IP,2,,IP,三嶌 さらら,3.3,0.19,3.6,6,,IP,5,5,IP,5,,G3,6,,IP,6,,IP,3,,IP,4,,IP,1,5,IP,5,5,IP,4,5,IP
202609091611,2026-09-09,16,11R,和田 兼輔,10.2,0.13,2.8,1,,SG,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,G2,1,,G2,1,,IP,松尾 充,5.7,0.15,3.4,3,3,IP,2,,IP,5,,IP,2,,IP,3,,IP,2,,IP,6,,IP,3,,IP,4,,IP,2,,IP,永田 義紘,5.0,0.15,2.7,4,,G3,2,,G3,4,,G3,6,,IP,5,,IP,6,,IP,4,,IP,1,,IP,2,,IP,2,4,IP,松山 将吾,4.5,0.18,3.9,2,,IP,1,,IP,3,,IP,3,,IP,F,,IP,6,,IP,5,,G2,5,,G2,3,5,G3,6,,G3,横川 聖志,3.2,0.14,3.3,5,,IP,3,,IP,5,6,IP,5,,IP,2,,IP,5,,IP,6,,IP,F,,IP,6,,IP,2,4,IP,原 豊土,2.7,0.17,4.4,4,,IP,6,,IP,6,,IP,6,,G3,4,,G3,6,,G3,6,,G3,5,,G3,3,,G3,3,,IP
202609091612,2026-09-09,16,12R,森永 淳,8.8,0.13,3.1,1,,IP,3,,IP,1,,IP,1,,IP,5,,IP,1,,IP,1,,IP,1,,IP,1,,G3,1,,G3,渡邊 伸太郎,4.7,0.2,4.9,5,,IP,6,,IP,3,,IP,5,,IP,2,,IP,4,,IP,3,,IP,1,,IP,4,,IP,4,,IP,篠崎 元志,7.5,0.12,2.5,4,,SG,4,,SG,1,,IP,2,,IP,3,,IP,2,,IP,2,,G3,2,,SG,6,,SG,1,,IP,青木 幸太郎,5.6,0.12,2.6,6,,IP,6,,IP,2,,G3,2,,G3,4,,IP,3,,IP,2,,IP,5,,IP,2,,IP,1,5,IP,中山 将,4.8,0.17,3.1,4,,IP,4,,IP,6,6,IP,1,,IP,5,,IP,3,,IP,4,,IP,6,,IP,3,,IP,1,,IP,平田 さやか,4.0,0.14,2.9,4,,IP,3,,G3,5,,IP,4,,IP,転,,IP,3,,IP,5,,IP,4,,IP,4,5,G3,3,5,G3
202609091701,2026-09-09,17,01R,東 潤樹,7.6,0.2,3.5,5,,IP,5,,IP,2,,IP,2,,IP,1,,IP,1,,IP,2,,IP,2,,IP,1,,IP,1,,IP,福田 翔吾,7.0,0.13,2.4,3,1,G3,3,,IP,1,,IP,2,,IP,2,,IP,3,,G3,3,,G3,1,4,G3,4,,G3,3,,IP,鈴木 裕隆,6.3,0.15,3.3,4,,G3,2,,G3,3,,IP,1,,IP,1,,IP,6,5,IP,4,,G3,1,,G3,4,2,IP,3,,IP,柴田 友和,3.1,0.2,5.0,6,,IP,3,,IP,2,,IP,6,,IP,3,,IP,5,,IP,5,,IP,6,,IP,5,,IP,5,,IP,尾形 栄治,3.5,0.17,3.9,4,,IP,5,,IP,5,,IP,4,,IP,5,,IP,2,,IP,4,,IP,4,,IP,4,6,IP,6,,IP,小黒 竜吾,2.4,0.17,3.1,6,,IP,3,,IP,6,,IP,4,,IP,5,,IP,4,,G3,6,,IP,5,,IP,5,,IP,6,,IP
202609091702,2026-09-09,17,02R,正木 聖賢,6.33,0.15,3.3,6,,IP,転,,G3,1,,IP,4,,IP,4,,IP,3,,IP,2,,IP,2,,IP,2,,IP,2,,IP,大庭 元明,5.7,0.15,3.2,3,,IP,6,,IP,3,,IP,3,,IP,2,,IP,2,,G3,3,,G3,1,,IP,4,,IP,5,,IP,小宮 涼雅,6.8,0.16,3.2,1,,IP,2,,IP,2,,IP,6,,IP,2,,IP,3,,G3,6,4,IP,1,,IP,3,,IP,1,,IP,八戸 琉楓,1.8,0.22,4.5,5,6,IP,落,5,IP,5,,IP,4,,IP,6,,IP,4,,IP,6,,IP,5,,IP,6,,IP,6,,IP,小林 京平,4.8,0.13,3.4,3,,IP,4,,IP,5,,IP,1,,G3,1,,IP,4,,IP,5,,IP,2,,IP,6,,IP,6,,IP,佐竹 友樹,2.5,0.14,3.2,3,,IP,5,,IP,5,,IP,6,,IP,6,,G2,5,,IP,6,,IP,3,,IP,6,,IP,5,,IP
202609091703,2026-09-09,17,03R,杉山 貴博,8.8,0.16,4.0,2,,IP,4,,IP,2,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,堀本 和也,7.2,0.12,2.8,3,,IP,2,,IP,1,,IP,3,,IP,2,,IP,2,,IP,4,,IP,2,,IP,4,,IP,1,1,IP,村上 彰一,3.7,0.23,4.3,5,,IP,4,,IP,3,,IP,5,,IP,3,4,IP,3,,IP,3,,IP,F,,IP,4,,IP,6,,IP,田中 信一郎,5.9,0.14,2.5,6,,G3,2,,IP,6,,IP,6,,IP,1,,IP,4,,IP,1,,IP,2,,IP,3,,IP,1,,IP,前田 聖文,3.67,0.14,3.3,3,,IP,6,,IP,3,4,IP,5,,IP,5,,IP,4,,IP,4,,IP,4,,IP,4,,IP,欠,,IP,上馬場 風依,1.0,0.2,4.3,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202609091704,2026-09-09,17,04R,齋藤 和政,5.8,0.14,3.4,2,,IP,1,,IP,6,,IP,6,2,G3,3,,IP,1,,IP,4,,IP,3,,IP,5,,IP,1,,IP,森野 正弘,9.1,0.14,1.6,2,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,2,1,G3,2,,IP,2,,IP,1,,IP,堂原 洋史,6.2,0.18,3.1,2,,IP,6,,IP,2,,IP,2,,IP,2,,IP,2,5,G3,4,,IP,1,,IP,6,,IP,3,,IP,四宮 与寛,5.7,0.17,2.6,5,,IP,4,,IP,4,,IP,2,,IP,1,,IP,2,,IP,3,,IP,4,,IP,6,,IP,1,5,G3,町田 洸希,4.1,0.2,4.1,4,,G3,6,,G3,5,,IP,2,,IP,5,,IP,5,,IP,5,,IP,3,,IP,3,,IP,2,,IP,中田 友也,3.0,0.2,5.3,4,,IP,5,,IP,1,5,IP,5,,IP,5,,IP,5,,IP,4,,IP,5,,IP,6,,IP,6,,IP
202609091705,2026-09-09,17,05R,上條 嘉嗣,9.3,0.17,3.9,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,3,,IP,1,,IP,1,,IP,2,,IP,三木 晴斗,5.0,0.16,2.9,1,,IP,5,,IP,6,,IP,6,,IP,3,,G3,2,,G3,3,,IP,2,,IP,4,,IP,4,,IP,荒牧 凪沙,6.4,0.2,3.4,6,,IP,1,,IP,2,,IP,1,,IP,2,,IP,2,,IP,3,,IP,1,,IP,5,,IP,6,,IP,松尾 拓,5.7,0.16,3.0,2,,G3,4,,G3,4,,G3,4,3,G3,3,,IP,4,,IP,3,,IP,2,,IP,1,,IP,6,5,IP,大串 重幸,5.2,0.16,3.3,2,,IP,3,,IP,4,,IP,2,,IP,6,,IP,2,6,G2,2,,G2,6,,G2,5,,G2,5,,IP,滝沢 芳行,3.9,0.13,2.9,6,,G3,1,5,G3,4,,IP,6,5,IP,1,5,IP,4,,IP,6,,IP,5,,G3,4,,IP,5,,IP
202609091706,2026-09-09,17,06R,櫻井 優,9.2,0.18,4.1,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,G3,3,,G3,2,,IP,1,,IP,1,,IP,吉武 真也,4.56,0.17,4.2,転,,IP,2,,IP,6,,IP,5,,IP,4,,IP,5,,IP,1,,IP,3,,IP,3,,IP,5,,IP,中山 雄太,3.2,0.15,2.7,4,,IP,6,,IP,4,,IP,4,4,IP,6,,IP,落,,IP,3,,IP,3,,IP,5,,IP,4,,IP,丸尾 義孝,5.89,0.13,2.9,5,,IP,2,,IP,2,,IP,2,,IP,3,,IP,2,,IP,転,,IP,3,,IP,3,,IP,エ,,IP,福田 翔吾,4.3,0.1,1.8,2,,G3,6,,G3,3,,IP,5,,IP,3,,IP,1,,IP,5,,G3,3,,G3,6,,G3,6,,G3,清水 攻二,3.1,0.25,5.6,5,,IP,3,,IP,4,,IP,3,,IP,5,,IP,6,,IP,6,,IP,4,,IP,6,,IP,5,,IP
202609091707,2026-09-09,17,07R,柴田 友和,4.9,0.18,3.9,6,,IP,1,,IP,4,,IP,4,,IP,5,2,IP,5,,IP,1,,IP,2,,IP,5,,IP,3,,IP,西野 翔太,6.8,0.14,2.3,1,1,IP,5,,IP,5,,IP,1,,IP,2,,IP,1,1,IP,3,,IP,4,,IP,2,3,IP,2,,IP,有賀 達也,5.0,0.11,2.1,5,,IP,6,,IP,3,4,IP,2,,IP,5,,IP,2,,IP,2,,IP,2,,IP,3,,G3,6,,G3,小林 京平,4.0,0.18,3.2,6,,IP,5,,IP,1,,IP,2,,IP,3,,IP,6,,G3,2,,G3,5,,IP,転,,IP,5,,IP,後藤 浩,2.8,0.18,3.8,6,,G3,5,6,G3,6,,IP,2,,IP,5,,IP,4,6,IP,5,,IP,4,,IP,5,,IP,5,,IP,藤本 遼磨,2.1,0.16,4.0,4,,IP,6,,IP,6,,IP,6,,IP,6,,IP,5,,IP,6,,IP,3,,IP,5,,IP,5,,IP
202609091708,2026-09-09,17,08R,幸野 史明,9.1,0.13,2.6,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,6,,IP,1,,IP,1,,IP,1,,IP,小黒 竜吾,5.2,0.17,3.0,4,,IP,5,,IP,4,,IP,2,,IP,3,,IP,3,,IP,3,,G3,4,,G3,5,,IP,1,3,IP,権藤 俊光,8.2,0.15,2.9,1,4,G3,2,,IP,3,,IP,3,,SG,2,,SG,1,,IP,5,,IP,1,,IP,1,,IP,2,,IP,木場 雄二郎,4.8,0.15,3.6,5,,IP,3,,IP,1,,IP,4,3,IP,6,,IP,5,,IP,3,5,IP,6,,IP,2,,IP,2,,IP,八戸 琉楓,1.8,0.2,4.5,6,,IP,5,6,IP,6,,IP,5,,IP,5,,IP,6,,IP,6,6,IP,6,6,IP,6,6,IP,3,,IP,堀本 和也,5.6,0.15,4.1,2,,IP,4,,IP,4,,IP,5,,IP,2,,IP,5,,IP,3,,IP,2,3,IP,2,4,IP,3,5,IP
202609091709,2026-09-09,17,09R,安田 吉宏,8.0,0.14,2.6,2,,IP,1,,IP,2,,IP,2,,IP,1,,IP,4,,IP,1,,IP,1,,IP,5,,IP,1,,IP,中田 友也,7.4,0.13,3.5,1,,IP,5,,IP,1,,IP,5,,IP,1,,IP,1,3,IP,3,3,IP,3,,IP,2,,IP,1,,IP,杉山 貴博,6.8,0.18,2.5,2,,IP,1,4,IP,2,,IP,2,4,IP,6,5,IP,1,,IP,6,4,IP,2,,IP,3,,IP,2,4,IP,佐竹 友樹,3.9,0.15,2.5,4,,IP,5,,IP,2,,IP,4,,IP,6,,IP,4,,IP,2,,IP,3,,IP,6,,IP,6,,IP,今村 暢孝,5.1,0.17,3.3,5,2,IP,4,2,IP,3,2,IP,2,2,IP,6,2,G3,4,2,G3,3,2,IP,1,2,IP,4,2,IP,3,2,IP,鈴木 裕隆,4.1,0.16,4.3,4,,G3,2,,IP,5,,IP,5,,G3,3,,IP,3,,IP,5,,IP,6,,IP,3,,IP,4,,IP
202609091710,2026-09-09,17,10R,尾形 栄治,6.22,0.14,2.9,5,,IP,3,,IP,欠,,IP,1,,IP,2,,IP,1,,IP,4,,IP,5,,IP,2,,IP,3,,IP,小坂 宗司,6.1,0.13,2.3,6,,IP,2,,IP,3,,IP,2,,IP,3,,IP,2,,IP,4,,IP,4,,IP,1,,IP,3,,IP,大串 重幸,4.8,0.13,2.6,2,,IP,3,,IP,2,,IP,6,,IP,5,,IP,2,,IP,5,,G2,6,,G2,2,,G2,6,4,IP,村上 彰一,3.8,0.22,4.4,3,,IP,5,,IP,5,,IP,5,,IP,5,6,IP,2,,IP,4,,IP,4,,IP,3,,IP,5,,IP,小宮 涼雅,4.5,0.16,3.2,3,,IP,6,,IP,3,6,IP,4,,G3,3,,IP,5,,IP,5,,IP,4,,IP,3,,IP,2,,IP,堂原 洋史,2.2,0.18,4.7,5,5,IP,5,,IP,5,,IP,6,,IP,5,,IP,5,,G3,6,,IP,4,,IP,5,,IP,4,,IP
