レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202609090101,2026-09-09,01,1R,daily,68.49,25.96,45.67,8.94,48.88,6.04,50.0,10.9,50.0,4.18,56.02,52.33,19.84,42.06,8.23,56.52,6.98,50.0,10.9,50.0,4.18,50.13,52.57,19.93,43.86,8.59,50.61,6.26,50.0,10.9,50.0,4.18,49.85,47.29,17.93,47.47,9.29,44.63,5.52,50.0,10.9,50.0,4.18,47.81,44.66,16.93,42.06,8.23,43.31,5.35,50.0,10.9,50.0,4.18,45.59,34.48,13.07,33.03,6.47,37.51,4.64,50.0,10.9,50.0,4.18,39.25
202609090101,2026-09-09,01,1R,realtime,68.49,25.96,45.67,8.94,48.88,6.04,58.79,12.82,46.93,3.92,57.68,52.33,19.84,42.06,8.23,56.52,6.99,54.1,11.8,44.01,3.68,50.53,52.57,19.93,43.86,8.59,50.61,6.25,43.37,9.46,42.67,3.56,47.79,47.29,17.93,47.47,9.29,44.63,5.52,55.43,12.09,52.31,4.37,49.19,44.66,16.93,42.06,8.23,43.31,5.35,42.69,9.31,63.74,5.32,45.15,34.48,13.07,33.03,6.47,37.51,4.64,45.54,9.93,50.46,4.21,38.32
202609090102,2026-09-09,01,2R,daily,68.49,25.96,42.06,8.23,54.86,6.78,50.0,10.9,50.0,4.18,56.05,52.33,19.84,45.67,8.94,59.38,7.34,50.0,10.9,50.0,4.18,51.19,52.57,19.93,49.28,9.64,43.3,5.35,50.0,10.9,50.0,4.18,50.0,47.29,17.93,54.69,10.7,48.91,6.05,50.0,10.9,50.0,4.18,49.76,44.66,16.93,45.67,8.94,68.69,8.49,50.0,10.9,50.0,4.18,49.44,34.48,13.07,43.86,8.59,42.85,5.3,50.0,10.9,50.0,4.18,42.03
202609090102,2026-09-09,01,2R,realtime,68.49,25.96,42.06,8.23,54.86,6.78,49.54,10.81,46.93,3.92,55.7,52.33,19.84,45.67,8.94,59.38,7.34,59.55,12.99,44.01,3.68,52.78,52.57,19.93,49.28,9.64,43.3,5.35,53.58,11.69,42.67,3.56,50.17,47.29,17.93,54.69,10.7,48.91,6.04,56.6,12.34,52.31,4.37,51.39,44.66,16.93,45.67,8.94,68.69,8.49,40.78,8.89,63.74,5.32,48.57,34.48,13.07,43.86,8.59,42.85,5.3,39.89,8.7,50.46,4.21,39.86
202609090103,2026-09-09,01,3R,daily,68.49,25.96,43.86,8.59,61.22,7.57,50.0,10.9,50.0,4.18,57.19,52.33,19.84,42.06,8.23,39.42,4.87,50.0,10.9,50.0,4.18,48.02,52.57,19.93,43.86,8.59,46.38,5.73,50.0,10.9,50.0,4.18,49.32,47.29,17.93,60.1,11.76,59.28,7.33,50.0,10.9,50.0,4.18,52.1,44.66,16.93,45.67,8.94,47.6,5.88,50.0,10.9,50.0,4.18,46.83,34.48,13.07,60.1,11.76,47.97,5.93,50.0,10.9,50.0,4.18,45.84
202609090103,2026-09-09,01,3R,realtime,68.49,25.96,43.86,8.59,61.22,7.57,63.47,13.84,49.6,4.14,60.1,52.33,19.84,42.06,8.23,39.42,4.87,41.49,9.05,44.28,3.7,45.69,34.48,13.07,43.86,8.59,46.38,5.73,58.11,12.67,48.26,4.03,44.09,52.57,19.93,60.1,11.76,59.28,7.33,41.33,9.01,43.73,3.65,51.68,47.29,17.93,45.67,8.94,47.6,5.88,49.64,10.83,51.08,4.27,47.84,44.66,16.93,60.1,11.76,47.97,5.93,45.89,10.01,63.18,5.28,49.91
202609090104,2026-09-09,01,4R,daily,68.49,25.96,51.08,10.0,38.01,4.7,50.0,10.9,50.0,4.18,55.74,52.33,19.84,43.86,8.59,45.61,5.64,50.0,10.9,50.0,4.18,49.14,52.57,19.93,47.47,9.29,55.26,6.83,50.0,10.9,50.0,4.18,51.13,47.29,17.93,72.73,14.24,42.93,5.3,50.0,10.9,50.0,4.18,52.55,44.66,16.93,45.67,8.94,38.76,4.79,50.0,10.9,50.0,4.18,45.74,34.48,13.07,61.91,12.12,57.82,7.15,50.0,10.9,50.0,4.18,47.41
202609090104,2026-09-09,01,4R,realtime,68.49,25.96,51.08,10.0,38.01,4.7,59.88,13.06,49.88,4.17,57.88,52.33,19.84,43.86,8.59,45.61,5.64,41.38,9.02,45.01,3.76,46.84,52.57,19.93,47.47,9.29,55.26,6.83,54.67,11.92,42.82,3.58,51.55,47.29,17.93,72.73,14.24,42.93,5.31,53.85,11.74,57.77,4.83,54.04,44.66,16.93,45.67,8.94,38.76,4.79,29.69,6.47,51.17,4.27,41.41,34.48,13.07,61.91,12.12,57.82,7.15,60.46,13.19,53.47,4.47,49.98
202609090105,2026-09-09,01,5R,daily,68.49,25.96,54.69,10.7,33.01,4.08,50.0,10.9,50.0,4.18,55.83,52.33,19.84,43.86,8.59,54.67,6.76,50.0,10.9,50.0,4.18,50.26,52.57,19.93,47.47,9.29,53.06,6.56,50.0,10.9,50.0,4.18,50.86,47.29,17.93,49.28,9.64,38.56,4.77,50.0,10.9,50.0,4.18,47.42,44.66,16.93,42.06,8.23,52.06,6.43,50.0,10.9,50.0,4.18,46.68,34.48,13.07,60.1,11.76,59.04,7.3,50.0,10.9,50.0,4.18,47.21
202609090105,2026-09-09,01,5R,realtime,68.49,25.96,54.69,10.7,33.01,4.08,50.1,10.93,49.41,4.13,55.8,52.57,19.93,43.86,8.59,54.67,6.76,45.68,9.96,39.34,3.29,48.52,47.29,17.93,47.47,9.29,53.06,6.56,54.74,11.94,58.57,4.89,50.6,44.66,16.93,49.28,9.64,38.56,4.77,51.93,11.33,50.63,4.23,46.89,34.48,13.07,42.06,8.23,52.06,6.43,45.05,9.83,53.21,4.44,42.01,52.33,19.84,60.1,11.76,59.04,7.3,52.44,11.44,48.93,4.09,54.42
